Generation,evals,avg,std,min,max,best_one,fitness_best_one
96,346,[   8.         1527.26751989],[0.         0.35028948],[   8.         1526.39204454],[   8.        1527.6641546],"[7, 3, 2, 14, 23, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1526.3920445435435)"
97,324,[   8.         1526.95016474],[0.         0.15582114],[   8.         1526.39204454],[   8.         1527.35390989],"[7, 3, 2, 14, 23, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1526.3920445435435)"
98,340,[   8.         1526.89053517],[0.         0.07613377],[   8.         1526.36285439],[   8.         1526.90208404],"[7, 3, 2, 14, 25, 23, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1526.362854390229)"
99,328,[   8.         1526.87643611],[0.         0.11181386],[   8.         1526.36285439],[   8.         1526.90208404],"[7, 3, 2, 14, 25, 23, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1526.362854390229)"
100,344,[   8.         1526.83882553],[0.         0.17517038],[   8.         1525.65593393],[   8.         1526.90208404],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1525.6559339253292)"
101,340,[   8.        1526.7492864],[0.         0.25099378],[   8.         1525.65593393],[   8.         1526.90208404],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1525.6559339253292)"
102,346,[   8.         1526.59032013],[0.         0.29262005],[   8.         1525.65593393],[   8.         1526.90208404],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1525.6559339253292)"
103,352,[   8.         1526.34604425],[0.         0.16416963],[   8.         1525.65593393],[   8.         1526.39204454],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 21, 10, 8, 4, 11, 13, 12]","(8.0, 1525.6559339253292)"
104,334,[   8.         1526.29592676],[0.         0.22996183],[   8.         1525.14589443],[   8.         1526.39204454],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
105,340,[   8.         1526.19027694],[0.         0.30182988],[   8.         1525.14589443],[   8.         1526.39204454],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
106,348,[   8.         1526.01450947],[0.         0.34894912],[   8.         1525.14589443],[   8.         1526.36285439],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
107,350,[   8.         1525.69933976],[0.         0.18369216],[   8.         1525.14589443],[   8.         1526.36285439],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
108,338,[   8.         1525.60105469],[0.         0.15796946],[   8.         1525.14589443],[   8.         1525.65593393],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
109,342,[   8.         1525.54352528],[0.         0.21118512],[   8.         1525.14589443],[   8.         1525.65593393],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
110,322,[   8.         1525.40688975],[0.         0.25456509],[   8.         1525.14589443],[   8.         1525.65593393],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 22, 11, 10, 8, 4, 21, 13, 12]","(8.0, 1525.1458944331341)"
111,350,[   8.         1525.19970499],[0.         0.15604007],[   8.        1525.0383595],[   8.         1525.65593393],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
112,332,[   8.        1525.1456256],[0.         0.00537002],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
113,328,[   8.         1525.14530677],[0.         0.00764677],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
114,356,[   8.         1525.14466911],[0.         0.01082289],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
115,354,[   8.         1525.14366264],[0.         0.01429623],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
116,352,[   8.         1525.14174968],[0.         0.01927791],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
117,324,[   8.         1525.13711724],[0.         0.02752116],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
118,348,[   8.         1525.12797123],[0.         0.03712915],[   8.        1525.0383595],[   8.         1525.14589443],"[7, 3, 2, 23, 14, 25, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0383595018554)"
119,328,[   8.         1525.10670311],[0.         0.04740512],[   8.         1525.01836355],[   8.         1525.14589443],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
120,330,[   8.         1525.06495891],[0.        0.0403944],[   8.         1525.01836355],[   8.         1525.12589848],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
121,342,[   8.         1525.03815954],[0.         0.00198957],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
122,354,[   8.         1525.03790959],[0.         0.00296546],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
123,358,[   8.         1525.03725972],[0.         0.00455868],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
124,340,[   8.         1525.03586001],[0.         0.00661304],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
125,316,[   8.         1525.03306057],[0.         0.00882488],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
126,356,[   8.         1525.02791162],[0.         0.00998785],[   8.         1525.01836355],[   8.        1525.0383595],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
127,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
128,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
129,320,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
130,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
131,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
132,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
133,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
134,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
135,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
136,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
137,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
138,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
139,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
140,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
141,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
142,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
143,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
144,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
145,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
146,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
147,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
148,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
149,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
150,324,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
151,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
152,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
153,340,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
154,330,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
155,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
156,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
157,320,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
158,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
159,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
160,332,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
161,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
162,356,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
163,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
164,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
165,326,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
166,336,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
167,344,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
168,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
169,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
170,350,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
171,338,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
172,354,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
173,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
174,328,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
175,366,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
176,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
177,348,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
178,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
179,346,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
180,342,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
181,352,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
182,334,[   8.         1525.01836355],[0.00000000e+00 5.45696821e-12],[   8.         1525.01836355],[   8.         1525.01836355],"[7, 3, 2, 23, 25, 14, 15, 16, 18, 1, 24, 19, 17, 5, 6, 9, 20, 21, 11, 10, 8, 4, 22, 13, 12]","(8.0, 1525.0183635500173)"
